ID,Name,Category,"Energy, kilocalories (kcal)","Fat, total (g)","Fatty acids, saturated (g)","Fatty acids, monounsaturated (g)","Fatty acids, polyunsaturated (g)",Linoleic acid (g),Alpha-linolenic acid (g),Eicosapentaenoic acid EPA (g),Docosahexaenoic acid (DHA) (g),Cholesterol (mg),"Carbohydrates, available (g)",Sugars (g),Starch (g),Dietary fibres (g),Protein (g),Salt (NaCl) (g),Alcohol (g),Water (g),"Vitamin A activity, RE (µg)","Vitamin A activity, RAE (µg)",Retinol (µg),Beta- carotene activity (µg),Beta-carotene (µg),Vitamin B1 (thiamine) (mg),Vitamin B2 (riboflavin) (mg),Vitamin B6 (pyridoxine) (mg),Vitamin B12 (cobalamin) (µg),Niacin (mg),Folate (µg),Pantothenic acid (mg),Vitamin C (ascorbic acid) (mg),Vitamin D (calciferol) (µg),Vitamin E (α-tocopherol) (mg),Potassium (K) (mg),Sodium (Na) (mg),Chloride (Cl) (mg),Calcium (Ca) (mg),Magnesium (Mg) (mg),Phosphorus (P) (mg),Iron (Fe) (mg),Iodide (I) (µg),Zinc (Zn) (mg),Selenium (Se) (µg),Record has changed
960,Chocolate powder,Sweets/Chocolate and cocoa products;Non-alcoholic beverages/Cocoa beverages,398,7.8,4.6,2.6,0.2,0.19,0.01,0.0,0.0,0.0,71.3,70.6,0.7,10.5,5.3,0.0,0.0,1.7,2.0,1.0,0.0,13.0,13.0,0.04,0.13,0.05,0.0,0.86,12.0,0.35,0.0,0.0,0.22,620.0,5.0,12.0,37.0,130.0,210.0,4.2,0.9,1.8,,
807,Chocolate sauce,Sweets/Creams and puddings,122,3.0,1.5,0.9,0.2,0.04,0.02,0.002,0.0,110.0,20.0,18.7,1.3,0.5,3.6,0.2,0.0,72.1,28.0,26.0,25.0,15.0,15.0,0.04,0.21,0.05,0.1,0.3,,0.5,0.0,0.1,0.1,230.0,65.0,150.0,150.0,14.0,100.0,0.9,7.0,0.6,,
197,"Chocolate, white",Sweets/Chocolate and cocoa products,567,35.2,21.9,11.7,1.3,0.94,0.06,,,16.0,55.8,55.3,,0.2,6.7,0.3,0.0,1.3,9.0,9.0,9.0,0.0,0.0,0.06,0.28,0.06,0.56,0.75,7.0,0.61,2.1,,0.96,330.0,110.0,,260.0,12.0,180.0,0.3,4.9,0.7,,
13322,"chop (average of veal, pork, lamb), pan fried (without addition of fat and salt)",Meat and offal,223,12.0,4.6,5.3,1.2,0.78,0.07,0.007,0.003,81.0,0.0,0.0,,0.0,28.8,0.1,0.0,59.3,4.0,4.0,4.0,1.0,1.0,0.72,0.21,0.64,0.98,5.63,2.9,1.0,0.0,1.3,0.4,390.0,54.0,94.0,7.0,26.0,230.0,0.6,1.4,2.1,,
1107,"Chop (average of veal, pork, lamb), raw","Meat and offal/Pork;Meat and offal/Veal;Meat and offal/Lamb, mutton",177,10.2,3.9,4.5,1.0,0.67,0.06,0.006,0.002,57.0,0.0,0.0,,0.0,21.3,0.1,0.0,68.5,3.0,3.0,3.0,1.0,1.0,0.73,0.16,0.68,0.9,4.88,2.7,0.86,0.0,1.1,0.34,350.0,45.0,67.0,5.1,21.0,190.0,0.5,1.0,1.6,,
14146,"Chopped/pulled meat substitute, vegan, based on soy or pea protein, raw","Plant based protein foods and alternaives to animal products/Substitutes for meat, meat products, fish or egg",139,3.3,0.4,1.1,1.3,1.19,0.14,0.0,0.0,0.0,3.5,1.4,0.5,6.5,20.7,1.5,0.0,62.0,8.0,4.0,0.0,50.0,50.0,0.11,0.1,0.08,0.0,0.71,44.4,0.36,,,1.09,660.0,610.0,930.0,86.0,89.0,270.0,3.1,5.3,1.6,6.4,
867,Chräbeli (aniseed cookie),Sweets/Cookies/Biscuits,366,2.9,0.7,1.1,0.7,0.49,0.02,0.002,0.002,69.0,75.3,40.5,34.4,2.0,8.6,0.2,0.0,11.6,18.0,18.0,18.0,0.0,0.0,0.08,0.06,0.04,0.26,0.19,9.0,0.49,0.0,0.5,0.51,160.0,63.0,110.0,32.0,14.0,82.0,1.8,8.2,0.6,5.8,
512,"Cider, 4 vol%",Alcoholic beverages/Wine,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,3.1,93.2,0.0,0.0,0.0,1.0,1.0,,,0.01,0.0,,,0.04,,0.0,,120.0,4.0,5.0,9.0,4.0,5.0,0.8,10.0,0.2,,
513,"Cider, 6.2 vol%",Alcoholic beverages/Wine,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,7.3,0.0,0.0,0.0,0.0,5.0,86.9,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.01,0.1,0.01,1.0,0.03,,0.0,,97.0,2.0,5.0,5.0,4.0,9.0,0.3,10.0,0.2,,
911,Cinnamon,"Various/Salt, spices and flavours",317,3.2,0.9,0.6,0.7,,,,,0.0,56.0,55.4,0.6,24.4,3.9,0.1,0.0,9.0,30.0,15.0,0.0,177.0,112.0,0.08,0.14,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,500.0,26.0,220.0,1230.0,56.0,61.0,38.0,5.0,2.0,3.1,
876,"Cinnamon cookie, star-shaped",Sweets/Cookies/Biscuits,505,25.9,2.2,16.6,6.0,6.02,0.0,0.0,0.0,0.0,50.9,50.3,0.3,5.6,14.2,0.1,0.0,5.6,0.0,0.0,0.0,2.0,2.0,0.08,0.51,0.07,0.04,0.96,28.6,0.27,0.6,0.0,12.65,400.0,47.0,78.0,150.0,120.0,250.0,2.2,1.1,1.7,2.6,
1126,"Citrus fruits (average), raw",Fruit/Fresh fruit,40,0.3,0.0,0.1,0.1,0.08,0.03,0.0,0.0,0.0,7.5,7.0,0.2,2.2,0.8,0.0,0.0,89.3,24.0,12.0,0.0,144.0,100.0,0.08,0.03,0.05,0.0,0.31,17.5,0.18,47.6,0.0,0.3,160.0,1.0,4.5,34.0,13.0,28.0,0.3,1.1,0.1,1.5,
1683,"Cocktail sauce with rapeseed mayonnaise, home-made",Various/Sauces,696,74.5,6.0,43.9,20.6,14.27,6.04,0.0,0.005,157.0,3.8,3.7,0.2,0.2,2.4,0.7,0.0,19.1,78.0,67.0,56.0,130.0,130.0,0.04,0.09,0.07,0.43,0.19,17.2,0.6,3.0,0.7,22.07,91.0,290.0,460.0,21.0,4.8,77.0,0.9,14.0,0.5,,
14220,"Cocoa beverage, with sugar, prepared (with mikl)",Non-alcoholic beverages/Cocoa beverages,81,3.0,1.7,0.7,0.1,,,,,10.0,10.0,9.6,0.3,0.5,3.4,0.1,0.0,82.8,29.0,27.0,26.0,13.0,13.0,0.02,0.16,0.03,0.21,0.15,5.6,0.32,1.7,0.1,0.09,220.0,42.0,91.0,110.0,21.0,100.0,0.9,9.7,0.5,,
978,"Cocoa powder, deoiled, without sugar",Sweets/Chocolate and cocoa products,343,12.0,7.1,4.0,0.4,0.38,0.0,0.0,0.0,0.0,19.6,0.0,19.6,28.9,24.8,0.8,0.0,5.1,,,0.0,0.0,0.0,0.13,0.2,0.37,0.0,2.21,48.0,0.0,0.0,0.0,0.22,4020.0,320.0,20.0,170.0,600.0,800.0,51.0,4.0,7.5,7.6,
581,"Cocoa powder, without sugar",Sweets/Chocolate and cocoa products,380,20.6,12.4,6.7,0.6,0.58,0.04,,,0.0,11.6,0.9,8.5,29.5,22.4,0.1,0.0,3.5,1.0,0.0,0.0,5.0,,0.08,0.12,,0.0,1.15,107.0,0.82,,2.7,0.61,3900.0,45.0,,140.0,500.0,690.0,49.0,4.0,6.4,7.6,
888,Coco macaroon,Sweets/Cookies/Biscuits,549,38.9,33.8,1.5,0.2,0.24,0.0,0.0,0.0,0.0,35.1,35.1,0.0,15.7,6.9,0.2,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.06,0.06,0.39,14.0,0.04,0.0,0.0,0.05,480.0,98.0,260.0,8.3,66.0,120.0,1.8,5.3,0.9,6.6,
284,Coconut,"Nuts, seeds and oleaginous fruit",384,36.5,32.1,2.2,0.7,0.37,0.0,0.0,0.0,0.0,4.8,4.8,0.0,9.0,4.6,0.1,0.0,43.9,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.0,0.38,30.0,0.2,2.0,0.0,0.15,380.0,35.0,120.0,20.0,39.0,94.0,2.3,1.2,0.8,4.0,
742,"Coconut, dried (coco flakes)","Nuts, seeds and oleaginous fruit",653,61.3,53.3,2.4,0.4,0.38,0.0,0.0,0.0,0.0,5.3,5.3,0.0,24.7,7.6,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.09,0.0,0.6,20.6,0.0,0.0,0.0,0.08,710.0,19.0,240.0,11.0,100.0,180.0,2.8,6.0,1.5,6.9,
14124,"Coconut drink, plain",Plant based protein foods and alternaives to animal products/Plant based drinks,22,1.0,0.8,0.0,0.0,0.01,0.0,0.0,0.0,0.0,2.8,1.9,0.9,0.1,0.4,0.1,0.0,95.7,1.0,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,0.1,0.5,0.03,0.0,0.0,0.0,72.0,34.0,68.0,2.7,5.9,3.9,0.1,0.6,0.0,0.4,
14132,"Coconut drink, plain with calcium and vitamin fortified",Plant based protein foods and alternaives to animal products/Plant based drinks,22,1.0,0.8,0.0,0.0,0.01,0.0,0.0,0.0,0.0,2.8,1.9,0.9,0.1,0.4,0.1,0.0,95.7,0.0,0.0,0.0,,,0.0,0.0,0.0,0.38,0.1,0.5,0.03,0.0,0.8,0.0,72.0,34.0,68.0,120.0,5.9,70.0,0.1,0.6,0.0,0.4,
601,Coconut fat,Fats and oils/Fats,894,99.0,83.7,5.2,1.3,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,100.0,2.0,200.0,1.0,0.0,,,,
13458,Coconut milk,Fats and oils/Cream,214,21.3,18.9,0.9,0.2,0.23,0.0,0.0,0.0,0.0,3.1,1.7,0.0,0.1,2.4,0.0,0.0,72.9,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.0,0.64,14.0,0.15,1.0,0.0,0.7,220.0,13.0,20.0,18.0,46.0,96.0,3.3,1.0,0.6,3.0,
13350,"Cod, filet, steamed (without addition of fat and salt)",Fish/Sea fish,74,0.6,0.1,0.1,0.2,0.0,0.0,0.056,0.146,74.0,0.0,0.0,0.0,0.0,17.0,0.1,0.0,82.4,2.0,2.0,2.0,0.0,0.0,0.05,0.04,0.12,1.4,1.84,9.6,,0.0,2.0,0.74,380.0,56.0,,16.0,24.0,210.0,0.2,180.0,0.5,26.0,
285,"Cod, raw",Fish/Sea fish,78,0.6,0.1,0.1,0.2,0.0,0.0,0.05,0.13,59.0,0.0,0.0,0.0,0.0,18.1,0.1,0.0,81.1,2.0,2.0,2.0,0.0,0.0,0.05,0.05,0.14,1.4,2.1,11.0,,0.0,1.8,0.59,410.0,53.0,,13.0,23.0,200.0,0.2,160.0,0.4,23.0,
994,"Coffee, black, no sugar added",Non-alcoholic beverages/Coffee,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.1,0.0,0.0,99.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,26.0,1.3,1.3,8.0,3.3,2.1,0.0,0.1,0.0,0.0,
69,Coffee cream UHT,Fats and oils/Cream,161,15.0,9.0,3.5,0.7,0.18,0.11,0.011,0.002,50.0,3.8,3.8,0.0,0.0,2.6,0.2,0.0,77.5,151.0,145.0,138.0,80.0,80.0,0.02,0.14,0.02,0.5,0.1,2.7,0.4,1.0,0.3,0.34,140.0,77.0,70.0,96.0,8.2,91.0,0.0,11.0,0.3,,
983,"Coffee, instant, powder",Non-alcoholic beverages/Coffee,253,,,,,,,,,0.0,42.6,3.6,7.1,19.1,11.2,0.1,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.03,0.0,22.0,1.0,0.4,0.0,0.0,0.0,4380.0,58.0,50.0,170.0,390.0,350.0,4.4,20.0,0.5,,
1188,"Coffee with coffee cream, no sugar added",Non-alcoholic beverages/Coffee,13,1.1,0.7,0.3,0.1,0.01,0.01,0.001,0.0,4.0,0.5,0.3,0.0,0.1,0.3,0.0,0.0,98.0,11.0,11.0,10.0,6.0,6.0,0.0,0.01,0.0,0.04,0.13,0.2,0.03,0.1,0.0,0.02,35.0,6.9,6.4,14.0,3.7,8.7,0.0,0.9,0.0,,
498,"Cola beverage, sweetened",Non-alcoholic beverages/Soft drinks,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,10.0,5.0,1.0,15.0,,2.0,0.0,,
499,"Cola beverage, with sweetener",Non-alcoholic beverages/Soft drinks energy reduced,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,4.0,1.0,8.0,0.0,1.0,0.1,,
10353,Cold cuts (average),Sausages and cold meats/Boiled sausage products,274,24.0,9.1,11.2,2.2,1.62,0.13,0.021,0.008,58.0,0.7,0.7,0.0,0.0,13.8,2.0,0.0,61.4,3.0,3.0,3.0,2.0,2.0,0.28,0.13,0.15,0.91,2.91,1.8,0.42,26.6,0.5,0.21,120.0,790.0,1110.0,8.1,12.0,150.0,0.8,0.9,1.5,,
1573,"Coleslaw salad, prepared",Prepared dishes/Salads,119,9.8,1.4,4.2,3.8,1.62,0.6,0.011,0.011,10.0,4.7,4.1,0.2,2.4,1.6,0.2,0.0,83.0,133.0,70.0,6.0,763.0,763.0,0.04,0.06,0.12,0.09,0.19,36.7,0.24,34.7,0.1,5.8,190.0,90.0,160.0,57.0,9.3,39.0,0.2,8.0,0.2,,
13388,"Common bean (all types), mature seed, cooked (without addition of fat and salt)","Cereal products, pulses and potatoes/Pulses",111,0.6,0.1,0.0,0.3,0.12,0.14,0.0,0.0,0.0,14.5,0.4,12.7,8.5,7.7,0.0,0.0,68.8,0.0,0.0,0.0,1.0,1.0,0.08,0.02,0.07,0.0,0.83,76.8,0.08,0.6,0.0,0.05,420.0,1.0,18.0,45.0,51.0,150.0,2.0,0.4,1.1,,
13387,"Common bean (all types), mature seed, dried","Cereal products, pulses and potatoes/Pulses",305,1.5,0.3,0.1,0.7,0.32,0.38,0.0,0.0,0.0,40.7,1.2,35.6,22.6,20.9,0.0,0.0,10.4,0.0,0.0,0.0,2.0,2.0,0.34,0.08,0.25,0.0,3.4,410.0,0.39,2.7,0.0,0.15,1510.0,1.3,47.0,130.0,160.0,440.0,6.3,1.1,3.2,,
526,"Condensed milk, sweetened",Milk and dairy products/Milk,339,10.0,6.0,2.4,0.5,0.12,0.08,0.008,0.001,36.0,54.3,54.3,0.0,0.0,8.0,0.3,0.0,25.6,96.0,92.0,88.0,49.0,49.0,0.09,0.43,0.07,0.58,0.22,7.0,0.8,2.5,0.2,0.2,360.0,120.0,250.0,280.0,24.0,250.0,0.2,18.0,0.9,,
527,"Condensed milk, unsweetened",Milk and dairy products/Milk,131,7.6,4.6,1.8,0.4,0.09,0.06,0.006,0.001,20.0,9.3,9.3,0.0,0.0,6.4,0.2,0.0,74.8,54.0,51.0,48.0,34.0,34.0,0.07,0.37,0.06,0.4,0.2,6.0,0.64,2.1,0.1,0.17,320.0,98.0,210.0,240.0,27.0,190.0,0.1,6.7,0.8,3.0,
1118,Cooked cured meat (average),Sausages and cold meats/Cooked sausage products,223,15.6,6.0,7.2,1.1,0.85,0.06,0.002,0.004,49.0,0.7,0.7,0.0,0.0,19.8,2.8,0.0,63.9,4.0,4.0,4.0,0.0,0.0,0.63,0.16,0.32,0.59,5.59,2.0,0.88,33.6,0.5,0.2,410.0,1130.0,1640.0,9.8,21.0,240.0,0.5,1.9,2.3,9.7,
1116,Cooked sausages (average),Sausages and cold meats/Cooked sausage products,278,23.5,8.6,10.7,2.9,2.08,0.17,0.024,0.025,93.0,1.1,1.0,0.1,0.1,15.4,2.6,0.1,59.8,992.0,992.0,991.0,5.0,5.0,0.18,0.45,0.18,3.49,4.1,12.5,0.85,10.6,0.0,0.34,180.0,1030.0,1020.0,25.0,11.0,110.0,8.7,3.9,2.4,,
1113,Cooked sausages not smoked (average),Sausages and cold meats/Boiled sausage products,250,21.5,8.1,10.0,2.2,1.61,0.13,0.029,0.007,57.0,0.8,0.8,0.0,0.0,13.3,2.0,0.0,64.4,7.0,6.0,5.0,7.0,7.0,0.22,0.13,0.15,0.8,2.94,2.0,0.46,21.3,0.4,0.16,140.0,810.0,1130.0,12.0,12.0,170.0,0.7,1.2,1.4,,
1112,Cooked smoked sausages (average),Sausages and cold meats/Boiled sausage products,249,21.2,8.2,9.8,1.8,1.4,0.11,0.023,0.005,51.0,0.5,0.5,0.0,0.0,14.0,2.2,0.0,64.3,2.0,2.0,2.0,3.0,3.0,0.23,0.12,0.1,0.8,3.14,1.0,0.42,35.4,0.4,0.08,180.0,870.0,1220.0,8.5,13.0,180.0,0.9,0.4,1.9,,
51,Cooking butter,Fats and oils/Fats,745,82.2,49.3,19.3,3.8,0.99,0.62,0.062,0.008,221.0,0.7,0.6,0.0,0.0,0.5,0.0,0.0,16.6,856.0,825.0,794.0,374.0,370.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.75,20.0,,12.0,16.0,1.4,21.0,0.0,0.0,,0.5,
715,Coppa (cured pork meat),Sausages and cold meats/Raw sausage products,319,22.5,8.5,9.9,1.6,1.23,0.1,0.0,0.01,81.0,0.3,0.3,,0.0,28.8,3.8,0.0,43.9,0.0,0.0,0.0,0.0,0.0,0.87,0.28,0.43,0.3,7.6,4.0,2.4,6.4,0.8,0.15,490.0,1520.0,2430.0,13.0,26.0,270.0,1.4,,4.3,15.0,
1650,"Cordon bleu from pork schnitzel, fried",Meat and offal/Pork,241,11.7,3.2,5.9,1.3,0.88,0.22,0.004,0.002,94.0,10.3,0.6,9.7,0.6,23.2,0.9,0.0,54.3,48.0,46.0,43.0,26.0,26.0,0.38,0.2,0.23,0.86,2.98,14.5,0.76,6.8,0.3,0.88,210.0,350.0,520.0,110.0,23.0,230.0,1.6,6.5,2.7,,
1649,"Cordon bleu from veal schnitzel, fried",Meat and offal/Veal,233,11.0,3.1,5.6,1.2,0.8,0.22,0.007,0.002,96.0,10.3,0.6,9.7,0.6,22.9,0.9,0.0,55.3,48.0,46.0,44.0,28.0,28.0,0.12,0.26,0.21,0.83,4.9,17.5,0.99,6.8,0.3,0.63,250.0,350.0,520.0,110.0,27.0,260.0,2.0,5.9,2.5,,
14136,"Corn balls, crispy with honey","Bread, flakes and breakfast cereals/Muesli mixes and breakfast cereals",379,1.5,0.3,0.3,0.7,0.69,0.03,0.0,0.0,1.0,83.5,22.6,60.9,4.2,5.9,0.7,0.0,4.4,10.0,5.0,0.0,59.0,59.0,0.05,0.02,0.07,0.0,0.71,9.3,0.14,,0.0,0.3,160.0,290.0,460.0,5.3,30.0,100.0,0.9,2.0,0.8,1.5,
940,Cornflakes,"Bread, flakes and breakfast cereals/Muesli mixes and breakfast cereals",376,1.2,0.2,0.1,0.4,0.38,0.02,0.0,0.0,0.0,81.5,5.0,76.5,4.4,7.6,1.0,0.0,5.3,8.0,4.0,0.0,45.0,45.0,0.03,0.03,0.05,0.0,0.33,6.9,0.06,0.0,0.0,0.08,110.0,400.0,620.0,4.0,17.0,64.0,0.2,2.0,0.3,4.7,
14144,Corn flakes with sugar coated,"Bread, flakes and breakfast cereals/Muesli mixes and breakfast cereals",382,0.9,0.2,0.1,0.3,0.29,0.02,0.0,0.0,0.0,86.0,28.3,57.8,3.3,5.7,0.8,0.0,4.0,6.0,3.0,0.0,34.0,34.0,0.02,0.03,0.04,0.0,0.25,5.2,0.05,0.0,0.0,0.06,86.0,300.0,470.0,3.3,12.0,48.0,0.2,1.5,0.2,3.6,
412,Corn germ oil,Fats and oils/Oils,900,100.0,12.2,27.5,56.3,55.23,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1619,"Corn semolina, cooked","Cereal products, pulses and potatoes/Corn",79,0.2,0.0,0.1,0.1,0.07,0.0,0.0,0.0,0.0,16.7,0.3,16.3,1.1,2.0,0.6,0.0,80.0,3.0,2.0,0.0,20.0,20.0,0.01,0.01,0.02,0.0,0.27,1.1,0.06,0.0,0.0,0.08,18.0,230.0,340.0,7.3,5.4,17.0,0.2,0.7,0.1,,
425,"Corn semolina, dried","Cereal products, pulses and potatoes/Corn",350,1.1,0.1,0.4,0.4,0.3,0.01,0.0,0.0,0.0,73.8,1.5,72.0,5.0,8.8,0.0,0.0,11.0,26.0,13.0,0.0,156.0,88.0,0.05,0.04,0.1,0.0,1.2,5.0,0.26,0.0,0.0,0.35,80.0,1.0,15.0,4.0,20.0,73.0,1.0,2.5,0.4,,
758,Cotechino (pork sausage),Sausages and cold meats/Raw sausage products,450,42.3,14.0,20.3,6.0,4.98,0.34,0.0,0.0,98.0,0.0,0.0,0.0,0.0,17.2,4.4,0.0,36.8,0.0,0.0,0.0,0.0,0.0,0.2,0.16,0.07,0.0,7.3,1.0,,0.0,,0.24,270.0,1740.0,,30.0,,110.0,2.1,,4.1,1.0,
505,Cottage cheese,Milk and dairy products/Fresh cheese and curds,100,4.5,2.7,1.0,0.2,0.05,0.03,0.003,0.0,14.0,2.4,2.2,0.0,0.0,12.4,0.8,0.0,78.6,50.0,47.0,45.0,30.0,30.0,0.01,0.23,0.02,0.52,0.1,15.0,0.36,0.0,0.1,0.11,72.0,320.0,570.0,69.0,6.2,150.0,0.0,20.0,0.4,,
1093,Cotto (meat product),Sausages and cold meats/Cooked sausage products,93,3.1,1.2,1.5,0.2,0.17,0.01,0.0,0.0,35.0,0.6,0.6,,0.0,15.7,2.3,0.0,77.0,0.0,0.0,0.0,,,0.47,0.15,0.27,0.0,4.2,,0.7,46.3,0.0,0.0,380.0,910.0,1250.0,7.5,18.0,240.0,0.7,,2.1,7.4,
14191,"Couscous (precooked durum wheat semolina), cooked (without addition of fat and salt)","Cereal products, pulses and potatoes/Other cereal products",158,1.0,0.3,0.3,0.4,0.4,0.02,,,0.0,31.0,1.6,26.1,2.3,5.0,0.0,0.0,60.6,2.0,1.0,0.0,14.0,14.0,0.06,,0.43,0.0,0.24,12.4,0.32,,0.0,,110.0,,49.0,15.0,19.0,73.0,0.5,2.3,0.6,3.2,
64,"Cow milk, skimmed, UHT",Milk and dairy products/Milk,33,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,4.7,0.0,0.0,3.3,0.1,0.0,90.8,2.0,2.0,2.0,1.0,1.0,0.02,0.16,0.03,0.1,0.1,5.0,0.28,0.6,0.0,0.0,160.0,39.0,96.0,130.0,11.0,97.0,0.0,3.1,0.4,0.9,
950,"Cracker, salty snacks",Savoury snacks/Salt sticks and pretzels,449,15.9,6.0,6.8,2.4,,,,,0.0,66.3,0.0,66.3,2.1,9.2,1.5,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.22,0.05,0.12,0.0,1.65,21.3,0.29,0.0,0.0,1.7,120.0,590.0,810.0,110.0,24.0,110.0,1.6,13.0,0.7,,
987,"Cranberry, fresh",Fruit/Fresh fruit,36,0.5,0.0,0.1,0.3,0.03,0.0,0.0,0.0,0.0,6.2,6.1,0.1,2.9,0.3,0.0,0.0,88.4,2.0,1.0,0.0,9.0,9.0,0.02,0.02,0.01,0.0,0.1,3.0,0.0,12.0,0.0,0.94,81.0,2.0,4.0,14.0,6.0,10.0,0.5,5.0,0.2,0.1,
65,"Cream, 35% fat, pasteurized",Fats and oils/Cream,334,34.8,20.9,8.2,1.6,0.42,0.26,0.026,0.003,101.0,3.1,3.1,0.0,0.0,2.0,0.1,0.0,59.4,380.0,368.0,356.0,143.0,143.0,0.02,0.13,0.03,0.21,0.08,7.0,0.31,0.7,0.5,0.84,120.0,35.0,69.0,71.0,6.2,71.0,0.1,7.0,0.2,,
66,"Cream, 35% fat, UHT",Fats and oils/Cream,335,34.9,20.9,8.2,1.6,0.42,0.27,0.026,0.003,101.0,3.1,3.1,0.0,0.0,2.0,0.1,0.0,59.2,402.0,390.0,378.0,143.0,143.0,0.02,0.12,0.02,0.16,0.05,1.5,0.33,0.0,0.6,0.77,110.0,25.0,69.0,71.0,6.3,68.0,0.0,6.1,0.2,,
798,"Cream, at least 45 % milk fat, pasteurized",Fats and oils/Cream,468,50.0,30.0,11.7,2.3,0.61,0.38,0.038,0.005,147.0,2.7,2.7,0.0,0.0,1.9,0.1,0.0,46.9,462.0,443.0,425.0,220.0,220.0,0.02,0.19,0.01,0.6,,7.0,0.23,1.0,0.3,1.64,65.0,22.0,36.0,49.0,5.0,52.0,0.1,35.0,0.2,,
1195,Cream (average),Fats and oils/Cream,279,28.6,17.1,6.7,1.3,0.35,0.22,0.021,0.003,85.0,3.3,3.3,0.0,0.0,2.2,0.1,0.0,65.8,302.0,292.0,283.0,118.0,118.0,0.02,0.14,0.02,0.28,0.08,5.1,0.36,0.5,0.4,0.67,120.0,42.0,68.0,80.0,7.1,74.0,0.0,9.1,0.2,,
567,"Cream cheese, min. 60% fidm",Milk and dairy products/Fresh cheese and curds,351,32.1,19.2,7.5,1.5,0.39,0.24,0.024,0.003,96.0,4.5,2.3,,0.0,11.1,1.3,0.0,52.0,325.0,313.0,300.0,150.0,150.0,0.04,0.26,0.06,0.6,0.11,26.5,0.44,,,0.7,100.0,500.0,570.0,110.0,8.0,130.0,0.2,8.0,0.4,,
67,"Cream, pasteurized, 25% fat",Fats and oils/Cream,274,27.9,16.7,6.6,1.3,0.34,0.21,0.021,0.003,82.0,3.3,3.3,0.0,0.0,2.3,0.1,0.0,65.8,290.0,281.0,272.0,110.0,110.0,0.02,0.15,0.03,0.26,0.07,6.8,0.45,0.9,0.4,0.62,130.0,35.0,69.0,78.0,7.0,64.0,0.0,12.0,0.2,,
924,Cream slice,Sweets/Other sweet pastries,301,18.8,11.0,4.5,1.0,0.38,0.14,0.014,0.003,78.0,28.8,21.3,7.4,0.3,4.1,0.3,0.0,48.1,203.0,197.0,191.0,74.0,74.0,0.03,0.14,0.04,0.25,0.09,6.7,0.37,0.3,0.5,0.55,130.0,120.0,200.0,77.0,11.0,86.0,0.3,8.9,0.4,,
68,"Cream, UHT",Fats and oils/Cream,251,25.1,15.1,5.9,1.2,0.3,0.19,0.019,0.003,71.0,3.7,3.7,0.0,0.0,2.5,0.1,0.0,67.8,278.0,269.0,260.0,110.0,110.0,0.02,0.13,0.02,0.26,0.07,2.7,0.45,0.0,0.4,0.69,140.0,34.0,69.0,91.0,8.6,74.0,0.0,12.0,0.3,,
918,"Crispbread, wholemeal","Bread, flakes and breakfast cereals/Crispbreads, rusks, crackers and wafers",325,1.7,0.2,0.2,1.1,0.69,0.06,0.0,0.0,0.0,57.9,1.1,56.8,14.8,12.0,1.5,0.0,14.4,0.0,0.0,0.0,2.0,2.0,0.31,0.14,0.36,0.0,1.19,29.6,0.85,0.0,0.0,0.85,380.0,610.0,950.0,26.0,100.0,340.0,4.0,3.7,3.4,4.0,
